group_id,cx,cy,radius,z_index,shape,rotation
1,205,159,26.5625,5,heliumshape,0
3,152,115,26.5625,7,heliumshape,0
2,159,158,28.125,9,heliumshape,0
2,194,112,28.125,11,heliumshape,0
1,171,66,28.125,13,circleShape,0
3,184,117,28.125,15,heliumshape,0
3,185,215,100,1,image(assets/luxe-base-black.png),0
